Tweets,ID,len,Date,Source,Likes,RTs,Location
#STC_فايبر_نص_ميجا حسبي الله ونعم الوكيل بس اتصالي من 40 ميجا الى 1 ميجا ايش الفايده اشترك بسرعه عالية اذا عليها حد احول 8 ميجا وخلاص اجل !,6.7594E+17,,12/13/2015 7:26,ofaisalo1,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=446195430&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر @Change,6.75755E+17,,12/12/2015 19:11,maher1407,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=143534175&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.75749E+17,,12/12/2015 18:46,ahmedsaadi,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=446123486&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.75721E+17,,12/12/2015 16:56,mansour4241,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=12888321&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via UKChange,6.7569E+17,,12/12/2015 14:55,AWS_______,0,0,
اسباب بطئ سرعه الانترنت وسياسة التحميل العادل https://docs.google.com/document/d/10jRIqHO0IvTyCcOU7fG4jUMhRrXadbem54R2w11f3ko/mobilebasic #السعودية #نص_ميقا #مهم #STC_فايبر_نص_ميجا,6.75352E+17,,12/11/2015 16:29,ATM_Al1,0,0,
#STC_فايبر_نص_ميجا حاميها حراميها بختصار,6.7527E+17,,12/11/2015 11:04,im_alexs1,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=37758600&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.75241E+17,,12/11/2015 9:07,TareqSartawi,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=289194781&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر Change,6.75101E+17,,12/10/2015 23:51,TinyRakan,1,3,
للاسف تم تطبيق سياسة الاستخدام العادل لمستخدمي خدمة الفايبر .. اتوقع حان وقت تخفيض السرعة او الغاء الخدمة #STC_فايبر_نص_ميجا,6.75035E+17,,12/10/2015 19:30,amlahmadi,0,1,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا http://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=444837390&amp;utm_campaign=signature_receipt_twitter_dialog&amp;utm_medium=twitter&amp;utm_source=share_petition via @Change,6.74994E+17,,12/10/2015 16:50,leon147,0,1,
عريضة احتجاج على قرارات وضع حدود استخدام يومية في الفايبر @SaudiDiary @CITC_SA #STC_فايبر_نص_ميجا http://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7,6.74994E+17,,12/10/2015 16:47,El3zi,1,1,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=441837154&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive,6.74917E+17,,12/10/2015 11:42,Hayaalnafjan,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=289302933&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.74872E+17,,12/10/2015 8:42,ofaisalo1,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=154247395&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.74819E+17,,12/10/2015 5:13,mun9alajmi,0,1,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=164467799&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.74815E+17,,12/10/2015 4:55,Finalecco,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=441412054&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر @Change,6.74755E+17,,12/10/2015 0:57,WaelSahli3,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=444391310&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.74738E+17,,12/9/2015 23:50,Abdul_RahmanKH,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=441666090&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.7469E+17,,12/9/2015 20:40,darey_saleh,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=12772400&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.74686E+17,,12/9/2015 20:24,khaliACd,0,0,
#STC_فايبر_نص_ميجا وللحين مستمرين بالكذب ويقولك ماعندنا استخدام ظالم!! هالشركة رائدة في مجال الوقاحة,6.74663E+17,,12/9/2015 18:54,Sn4kee,0,3,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=441380310&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.7465E+17,,12/9/2015 18:02,HSMMM,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=70660819&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر @Change,6.7465E+17,,12/9/2015 18:02,Nayyeof55,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=441389950&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر @Change,6.74641E+17,,12/9/2015 17:26,MohammadTlihan,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=441280494&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via Change,6.7459E+17,,12/9/2015 14:04,Abdullah__93,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=444010862&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر @Change,6.74561E+17,,12/9/2015 12:08,Riieadh_s,1,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=251835591&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر @UKChange,6.74495E+17,,12/9/2015 7:46,kuzan_007,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=443837286&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر @Change,6.74428E+17,,12/9/2015 3:17,AlAjmi_Hasan,0,0,
في حين دول بدأت تفكر ببث الانترنت مجانا لأنه اصبع متطلب رئيسي للحياة stc تتفنن بالخنق على العملاء #STC_فايبر_نص_ميجا,6.74308E+17,,12/8/2015 19:20,hardcorekhalid,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=156992690&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.73933E+17,,12/7/2015 18:30,himabukha,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=443050726&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via Change,6.73923E+17,,12/7/2015 17:51,Teemoisbipolar,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=443043366&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر @Change,6.73919E+17,,12/7/2015 17:37,Saloom,1,2,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=442826606&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive via @Change,6.73785E+17,,12/7/2015 8:45,DinoAzo,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=442719242&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر @Change,6.73685E+17,,12/7/2015 2:05,mohmed_2366,0,0,
قرارات وضع حدود استخدام يومية في الفايبر @CITC_SA @STC_KSA #STC_فايبر_نص_ميجا - Sign the Petition! https://www.change.org/p/%D9%82%D8%B1%D8%A7%D8%B1%D8%A7%D8%AA-%D9%88%D8%B6%D8%B9-%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-citc-sa-stc-ksa-stc-%D9%81%D8%A7%D9%8A%D8%A8%D8%B1-%D9%86%D8%B5-%D9%85%D9%8A%D8%AC%D8%A7?recruiter=442688222&amp;utm_source=share_petition&amp;utm_medium=twitter&amp;utm_campaign=share_twitter_responsive عبر @Change,6.73655E+17,,12/7/2015 0:06,AhmadGhuy,0,0,
