Tweets,ID,Date,Likes,RTs,clean_text,sentiment
"@stc_ksa باقه فايبر 100
.
.
.
.
.
.
.
. اللهم بشرنيّ بفرحه تسر خاطري 
. 
.
يالله ترزقني 🙏🏻🔥❤️🇸🇦.… https://t.co/79cHOqQGDG",1.22865e+18,2020-02-15 11:47:00,1.0,0.0,باقه فايبر 10         الهم بشرنيّ بفرحه تسر خاطري     ياله ترزقني 🙏🏻🔥❤️🇸🇦,neutral
"RT @Saad_Alsmari: اللهم الحمد والشكر.
انتهت #بطوله_فايبر_STC بداية ب ٨١٩٢ لاعب بمختلف مناطق المملكة على منصة @PlayHera_MENA (شكرا PH Team)…",1.22864e+18,2020-02-15 11:17:08,0.0,36.0,RT الهم الحمد والشكر انتهت بطولهفايبرSTC بدايه ب ٨١٩٢ لاعب بمختلف مناطق الملكه علي منصه شكرا PH Team,neutral
@stc_ksa السلام عليكم كيف اعرف ان بيتي يدعم الانترنت المنزلي فايبر وشكرا,1.22864e+18,2020-02-15 11:02:26,0.0,0.0,السلام عليكم كيف اعرف ان بيتي يدعم الانترنت المنزلي فايبر وشكرا,neutral
@stc_ksa السلام عليكم ورحمة الله وبركاته هل يمكنني طلب انترنيت فايبر الألياف البصرية مع رغم من ان مقيم وإقامتي منتهيه,1.22863e+18,2020-02-15 10:22:47,0.0,0.0,السلام عليكم ورحمه اله وبركاته هل يمكني طلب انترنيت فايبر الالياف البصريه مع رغم من ان مقيم واقامتي منتهيه,neutral
"@stc_ksa الحي الي انا فيه يطلعلي في البرنامج ان 2G وانتم واصلين 5G ؟؟؟؟
يعني لا حتى 4G ولا فايبر 
مع اني ساكن في جده",1.22857e+18,2020-02-15 6:50:45,0.0,0.0,الحي الي انا فيه يطلعلي في البرنامج ان 2G وانتم واصلين 5G  يعني لا حتي 4G ولا فايبر  مع اني ساكن في جده,negative
@stc_ksa فايبر ولو أني اعرف ما حفوز بس نجرب https://t.co/Mgh9Nph5Xa,1.22851e+18,2020-02-15 2:40:58,0.0,0.0,فايبر ولو اني اعرف ما حفوز بس نجرب,neutral
@stc_ksa @Telfaz11 @NetflixMENA ليش ماعندنا بالحي فايبر ولا بس كله كلام ٨ سنوات ولاشفنا شي والحين ردك نسخ ولصق,1.22848e+18,2020-02-15 0:28:19,1.0,0.0,ليش ماعندنا بالحي فايبر ولا بس كله كلام ٨ سنوات ولاشفنا شي والحين ردك نسخ ولصق,negative
طبعا اشكر شكر خاص لمن سأل عندي 🌚 و مااقول الا الله يحرق stc .. الله يعجل يوم الجمعه علشان نحط نت فايبر لانو خلاص زق… https://t.co/kETIPGM7n5,1.22984e+18,2020-02-18 18:58:55,1.0,0.0,طبعا اشكر شكر خاص لمن سال عندي 🌚 و ماقول الا اله يحرق stc اله يعجل يوم الجمعه علشان نحط نت فايبر لانو خلاص زق,negative
"@stc_ksa مساء الخير 
يسعدنا ابلاغك بأنه تم حجز موعد زيارة فني stc للتأكد من توفر الخدمة بموقعك لتأسيس خدمة:بيتي فاي… https://t.co/O31yWEYrPG",1.22982e+18,2020-02-18 17:26:25,0.0,0.0,مساء الخير  يسعدنا ابلاغك بانه تم حجز موعد زياره فني stc لتاكد من توفر الخدمه بموقعك لتاسيس خدمهبيتي فاي,neutral
@azizsa96 @stc_ksa @CITC_SA عندك فايبر؟,1.22982e+18,2020-02-18 17:23:33,0.0,0.0,عندك فايبر,neutral
"@stc_ksa مساء الخير 
يسعدنا ابلاغك بأنه تم حجز موعد زيارة فني stc للتأكد من توفر الخدمة بموقعك لتأسيس خدمة:بيتي فاي… https://t.co/VaSaCKO4v8",1.2298e+18,2020-02-18 16:22:06,0.0,0.0,مساء الخير  يسعدنا ابلاغك بانه تم حجز موعد زياره فني stc لتاكد من توفر الخدمه بموقعك لتاسيس خدمهبيتي فاي,neutral
"وش معنى هالحفرة ممكن بيركبون فايبر ؟
#stc https://t.co/cyIz2bNi0M",1.22978e+18,2020-02-18 15:04:07,0.0,0.0,وش معني هالحفره مكن بيركبون فايبر  stc,neutral
"@stccare_ksa @mhaa0936 مساء الخير  ..

يسعدنا ابلاغك بأنه تم حجز موعد زيارة فني stc للتأكد من توفر الخدمة بموقعك لت… https://t.co/juq7ehMAxn",1.22976e+18,2020-02-18 13:14:18,0.0,0.0,مساء الخير   يسعدنا ابلاغك بانه تم حجز موعد زياره فني stc لتاكد من توفر الخدمه بموقعك لت,neutral
"@stccare_ksa @276a064dcfe8410 مساء الخير  ..

يسعدنا ابلاغك بأنه تم حجز موعد زيارة فني stc للتأكد من توفر الخدمة بم… https://t.co/VNxy9FAF2G",1.22975e+18,2020-02-18 13:05:22,0.0,0.0,مساء الخير   يسعدنا ابلاغك بانه تم حجز موعد زياره فني stc لتاكد من توفر الخدمه بم,neutral
"@stc_ksa مساء الخير  ..

يسعدنا ابلاغك بأنه تم حجز موعد زيارة فني stc للتأكد من توفر الخدمة بموقعك لتأسيس خدمة: بيت… https://t.co/1EwmJJi4z8",1.22975e+18,2020-02-18 13:04:16,1.0,0.0,مساء الخير   يسعدنا ابلاغك بانه تم حجز موعد زياره فني stc لتاكد من توفر الخدمه بموقعك لتاسيس خدمه بيت,neutral
@stc_ksa انا لي اربع اشهر مقدم على فايبر لحد الان محد تواصل معنا كل هذا اهمال او ايش بالضبط ..!؟,1.22975e+18,2020-02-18 12:50:34,0.0,0.0,انا لي اربع اشهر مقدم علي فايبر لحد الان محد تواصل معنا كل هذا اهمال او ايش بالضبط,neutral
"@stccare_ksa مساء الخير  ..

يسعدنا ابلاغك بأنه تم حجز موعد زيارة فني stc للتأكد من توفر الخدمة بموقعك لتأسيس خدمة:… https://t.co/jI8xPU9nwY",1.22974e+18,2020-02-18 12:22:20,0.0,0.0,مساء الخير   يسعدنا ابلاغك بانه تم حجز موعد زياره فني stc لتاكد من توفر الخدمه بموقعك لتاسيس خدمه,neutral
"مساء الخير  ..

يسعدنا ابلاغك بأنه تم حجز موعد زيارة فني stc للتأكد من توفر الخدمة بموقعك لتأسيس خدمة: بيتي فايبر ١… https://t.co/WR89Xnq58f",1.22974e+18,2020-02-18 12:17:19,0.0,0.0,مساء الخير   يسعدنا ابلاغك بانه تم حجز موعد زياره فني stc لتاكد من توفر الخدمه بموقعك لتاسيس خدمه بيتي فايبر ١,neutral
@stc_ksa فايبر 100 كانت 250 صار 160 https://t.co/3tY3EXJIMI,1.22972e+18,2020-02-18 10:31:40,0.0,0.0,فايبر 10 كانت 250 صار 160,neutral
@waleedalfarraj @stc_ksa @stccare_ksa ياليت يابو بدر توصي على حي الخزامى بالخبر لا ابراج زي الناس ولا شبكة فايبر,1.2297e+18,2020-02-18 9:30:26,0.0,0.0,ياليت يابو بدر توصي علي حي الخزامي بالخبر لا ابراج زي الناس ولا شبكه فايبر,negative
RT @vp43_q: #فايبر_STC_ب99ريال اجر لي ولكل من عاد التغريدة 💛 https://t.co/xugs0YeThJ,1.22966e+18,2020-02-18 6:46:55,0.0,19.0,RT فايبرSTCب9ريال اجر لي ولكل من عاد التغريده 💛,neutral
"@stc_ksa طيب الحي اللي انا فيه لا يوجد تغطيه فايبر

متى تتم التغطيه",1.22959e+18,2020-02-18 2:25:15,0.0,0.0,طيب الحي الي انا فيه لا يوجد تغطيه فايبر  متي تم التغطيه,neutral
@stc_ksa اي هي خدمه فايبر وهل هي خط ارضي او راوتر ابغا معلومات لوسمحتو لان تعبت من كثر ما غير الشركات وكلها تطلع ضعيفه خساير على الفاضي,1.22955e+18,2020-02-17 23:25:46,0.0,0.0,اي هي خدمه فايبر وهل هي خط ارضي او راوتر ابغا معلومات لوسمحتو لان تعبت من كثر ما غير الشركات وكلها تطلع ضعيفه خساير علي الفاضي,negative
@stc_ksa الباقه فايبر بس عجزت اصور الشاشه,1.22949e+18,2020-02-17 19:44:56,0.0,0.0,الباقه فايبر بس عجزت اصور الشاشه,neutral
"@stccare_ksa طالب فايبر في الرياض ولا يزال طلبي معلق بدون اي توضيح وجديه من STC.

الشركه غبر قادره على تقديم الخدما… https://t.co/Fax7r22mmr",1.22946e+18,2020-02-17 17:41:09,0.0,0.0,طالب فايبر في الرياض ولا يزال طلبي معلق بدون اي توضيح وجديه من STC  الشركه غبر قادره علي تقديم الخدما,negative
@Munthur شلون STC فايبر ؟,1.22946e+18,2020-02-17 17:32:15,1.0,0.0,شلون STC فايبر,neutral
@stc_ksa انتم وصلوه اول لبيتنا الوحيد اللي مافيه فايبر  بعدين قولو باقات,1.22946e+18,2020-02-17 17:25:21,0.0,0.0,انتم وصلوه اول لبيتنا الوحيد الي مافيه فايبر بعدين قولو باقات,negative
"@stc_ksa ترى احنا في حي الفاخريه الدمام.. لنا سنين ما وصلنا خدمة الهاتف الثابت والفايبر...
طفشنا من التطنيش ..
ممكن… https://t.co/28eZJflmf6",1.22945e+18,2020-02-17 16:41:00,0.0,0.0,تري احنا في حي الفاخريه الدمام لنا سنين ما وصلنا خدمه الهاتف الثابت والفايبر طفشنا من التطنيش  مكن,neutral
@stc_ksa فايبر مية,1.22939e+18,2020-02-17 13:19:28,0.0,0.0,فايبر ميه,neutral
@stc_ksa اشتركت بالاتصالات المتكاملة فايبر سرعة 60 ميجا ماشاء الله مايحتاج اكثر السعر 252ريال  تبغى تزود السرعة ل 120 ميجا ب 300 ريال فقط,1.22938e+18,2020-02-17 12:27:28,0.0,0.0,اشتركت بالاتصالات المتكامله فايبر سرعه 60 ميجا ماشاء اله مايحتاج اكثر السعر 252ريال تبغي تزود السرعه ل 120 ميجا ب 30 ريال فقط,neutral
"@stc_ksa السلام عليكم 
لو انا هنقل من مكان لمكان أخر لايوجد به فايبر في جده ؟ هل ينطبق عليا غرامة الغاء التعاقد ، ا… https://t.co/Qpj2VnA9qX",1.22937e+18,2020-02-17 11:41:04,0.0,0.0,السلام عليكم  لو انا هنقل من مكان لمكان اخر لايوجد به فايبر في جده هل ينطبق عليا غرامه الغاء التعاقد ا,neutral
@stc_ksa بعدين انا كنت مشترك ٥٠ ميقا ورفعت الى ١٠٠ الحقيقه شي يفشل نفس ال ٥٠ لا ولما اجي افحص السرعه توصل ٦٠ واحيان… https://t.co/zfvNxEYlBl,1.22931e+18,2020-02-17 7:23:49,0.0,0.0,بعدين انا كنت مشترك ٥٠ ميقا ورفعت الي ١٠ الحقيقه شي يفشل نفس ال ٥٠ لا ولما اجي افحص السرعه توصل ٦٠ واحيان,negative
@stc_ksa باقة فايبر 100 ميجا https://t.co/rvxs4WdMH0,1.22929e+18,2020-02-17 6:17:24,0.0,0.0,باقه فايبر 10 ميجا,neutral
@stc_ksa حتى الفنيين لما طلبت منهم تركيب فايبر داخلي مع وجود التسليك الداخلي بس يسحبون الكيبل مع الخرطوش رفضوا وقال… https://t.co/nG72qxCvSU,1.2292e+18,2020-02-17 0:30:07,0.0,0.0,حتي الفنين لما طلبت منهم تركيب فايبر داخلي مع وجود التسليك الداخلي بس يسحبون الكيبل مع الخرطوش رفضوا وقال,negative
RT @mmaldalhan9668: @ShoulaDisForum والله يااخي الفاضل stc للأسف مافيه مصداقية .. عطوني عرض جهاز هوائي وكنت مشترك فايبر سرعة ٥٠ وقالو تشترك…,1.23059e+18,2020-02-20 20:23:26,0.0,1.0,RT واله ياخي الفاضل stc لاسف مافيه مصداقيه عطوني عرض جهاز هوائي وكنت مشترك فايبر سرعه ٥٠ وقالو تشترك,negative
@ShoulaDisForum والله يااخي الفاضل stc للأسف مافيه مصداقية .. عطوني عرض جهاز هوائي وكنت مشترك فايبر سرعة ٥٠ وقالو ت… https://t.co/IhcMAvUHZs,1.23058e+18,2020-02-20 19:31:32,1.0,1.0,واله ياخي الفاضل stc لاسف مافيه مصداقيه عطوني عرض جهاز هوائي وكنت مشترك فايبر سرعه ٥٠ وقالو ت,negative
"@MubarakNQ اعرف واحد من الربع من الامارات فايبر 500ميجا 
واحنا فايبر stc وندفع اكثر منهم والاتصال فيه تذبذب وغير مس… https://t.co/ZIkdcIu0YS",1.23049e+18,2020-02-20 14:07:25,0.0,0.0,اعرف واحد من الربع من الامارات فايبر 50ميجا  واحنا فايبر stc وندفع اكثر منهم والاتصال فيه تذبذب وغير مس,neutral
@stc_ksa كيف اقدر احل واحنا ماعندنا تغطيه STC لا فايبر ولا DHL بالمنطقه 🙄 العالم وصل 5G التسليكات والامدادات بعدها… https://t.co/o2eLaQHTna,1.23048e+18,2020-02-20 13:18:01,0.0,0.0,كيف اقدر احل واحنا ماعندنا تغطيه STC لا فايبر ولا DHL بالمنطقه 🙄 العالم وصل 5G التسليكات والامدادات بعدها,negative
@stc_ksa لوسمحتوا ليش المطرفيه ماعندنا dsl او فايبر او اي شي ليش حي المطرفيه مهمش !!!,1.23033e+18,2020-02-20 3:19:59,0.0,0.0,لوسمحتوا ليش المطرفيه ماعندنا dsl او فايبر او اي شي ليش حي المطرفيه مهمش,negative
"@stc_ksa لله يامحسنين فايبر ...
لا يرد على الرد الالي ,, ابي موظف محترم فاهم شغله يرد على يقول خطة التحول 2020 ما ت… https://t.co/NjoZiyYXet",1.23031e+18,2020-02-20 1:40:19,0.0,0.0,له يامحسنين فايبر  لا يرد علي الرد الالي ابي موظف محترم فاهم شغله يرد علي يقول خطه التحول 2020 ما ت,negative
@stc_ksa متى تدخلون فايبر حي النسيم الغربي,1.23029e+18,2020-02-20 0:47:36,0.0,0.0,متي تدخلون فايبر حي النسيم الغربي,neutral
@stc_ksa فايبر 100,1.23028e+18,2020-02-20 0:06:50,0.0,0.0,فايبر 10,neutral
@stc_ksa انت تعلم اننا نعلم انك كاذب فايبر عندي في البيت يعلق,1.23024e+18,2020-02-19 21:13:39,0.0,0.0,انت تعلم انا نعلم انك كاذب فايبر عندي في البيت يعلق,negative
@stc_ksa تتعبون وتسوون دعايات بملايين الريالات على التسويق.... ولنا اكثر من سنه نطلب تركبون لنا بوكسيه للبيت.. وكل… https://t.co/GWq5ibjvhu,1.23022e+18,2020-02-19 19:48:11,0.0,0.0,تعبون وتسون دعايات بملاين الريالات علي التسويق ولنا اكثر من سنه نطلب تركبون لنا بوكسيه لبيت وكل,negative
@Fa____1997 @stc_ksa هذي فايبر الي معلنين منها،؟,1.2302e+18,2020-02-19 18:35:23,0.0,0.0,هذي فايبر الي معلنين منها,neutral
@stc_ksa اقول عندي طلب فايبر ١٠٠ والمفروض تجيني رسالة خلال ٢٤ ساعه والان مر على الموعد ٥ ايام ، احاول اتواصل عن طري… https://t.co/p6ic9Cmuyr,1.23017e+18,2020-02-19 16:22:42,0.0,0.0,اقول عندي طلب فايبر ١٠ والمفروض تجيني رساله خلال ٢٤ ساعه والان مر علي الموعد ٥ ايام احاول اتواصل عن طري,neutral
@stc_ksa ليش مو مغطين كل المناطق خدمة فايبر؟!,1.23012e+18,2020-02-19 13:37:23,0.0,0.0,ليش مو مغطين كل المناطق خدمه فايبر,negative
"@stc_ksa السلام عليكم
اسعد الله صباحكم
انا كان عندي فايبر بالبيت وكنت واضع الحد الإئتماني ٣٠٠ ريال 
ولمى وصل للحد ا… https://t.co/w0yvv5FIvo",1.23005e+18,2020-02-19 8:28:05,0.0,0.0,السلام عليكم اسعد اله صباحكم انا كان عندي فايبر بالبيت وكنت واضع الحد الائتماني ٣٠ ريال  ولمي وصل لحد ا,positive
stc fiber,7.0,,,,stc fiber,neutral
"@MAJID_KSA_O11 هلا بك
عند تغيير الباقة يتوقف العرض
دمت بخير
https://t.co/3rRu8wZwrQ",1.2306e+18,2020-02-20 21:15:41,0.0,0.0,هلا بك عند تغير الباقه يتوقف العرض دمت بخير,positive
"@stc_ksa عميلنا العزيز، 
تم تأكيد موعدك لزيارة الفني لموقعك للتأكد من توفر الخدمة لديك
لتأسيس خدمة: Unlimited Fiber… https://t.co/0dhAlGWhE5",1.23003e+18,2020-02-19 7:34:03,0.0,0.0,عميلنا العزيز  تم تاكيد موعدك لزياره الفني لموقعك لتاكد من توفر الخدمه لديك لتاسيس خدمه Unlimited Fiber,neutral
"What is #fiberoptic #HDMI? (Source: STC Electronic Co., Limited) https://t.co/dTLsQmVeRS @stccable https://t.co/ZbqaTg9rCY",1.22982e+18,2020-02-18 17:42:36,1.0,0.0,What is fiberoptic HDMI Source STC Electronic Co Limited,neutral
"@stc_ksa Hey STC guys, could you please tell me what is the difference between this device and the Fiber services o… https://t.co/rpzMnlXdh4",1.22969e+18,2020-02-18 8:41:32,0.0,0.0,Hey STC guys could you please tel me what is the diference betwen this device and the Fiber services o,neutral
"@Odao16122013 مرحبابك 
العرض للعملاء الجدد ولمعرفة كافة تفاصيل الباقه الرجاء زيارة الرابط التالي 
https://t.co/WcJ3GDNWxk\
شكرا لتواصلك معنا",1.22952e+18,2020-02-17 21:17:45,0.0,0.0,مرحبابك  العرض لعملاء الجد ولمعرفه كافه تفاصيل الباقه الرجاء زياره الرابط التالي    شكرا لتواصلك معنا,neutral
"العناية بالعملاء stc السعودية
@stccare_ksa",8.0,,,,العنايه بالعملاء stc السعوديه,neutral
"@stccare_ksa
مرحبا..
ابلكيشن my stc ما يدخل ابدا وشريحتي بيانات التطبيق الاول كان فيه خيار الدخول مباشر الان ما ادر… https://t.co/tKZUcHIRK2",1.22774e+18,2020-02-12 23:53:30,0.0,0.0,مرحبا ابلكيشن my stc ما يدخل ابدا وشريحتي بيانات التطبيق الاول كان فيه خيار الدخول مباشر الان ما ادر,neutral
@stccare_ksa  هل تطبيق my stc متوقف,1.22774e+18,2020-02-12 23:42:24,0.0,0.0,هل تطبيق my stc متوقف,neutral
@stccare_ksa @GoNMqhF5QC8cI3X هذه الاسعار الجديده عرض مؤقت ولا مستمره وهل تشكل الضريبه ؟ https://t.co/q63ApDamEX,1.22774e+18,2020-02-12 23:36:46,0.0,0.0,هذه الاسعار الجديده عرض مؤقت ولا مستمره وهل تشكل الضريبه,neutral
@stccare_ksa السلام عليكم ، كيف الاشتراك في باقة شهر بلا حدود وأقدر ادفع المبلغ عن طريق تطبيق مباشر الراجحي؟,1.22774e+18,2020-02-12 23:30:11,0.0,0.0,السلام عليكم كيف الاشتراك في باقه شهر بلا حدود واقدر ادفع المبلغ عن طريق تطبيق مباشر الراجحي,neutral
اخص شركه تتعامل معاهم لاخدمه ولاشي مفصول النت عليا له يوم وشفت شيء منهم@stc_ksa @stccare_ksa,1.22774e+18,2020-02-12 23:29:48,0.0,0.0,اخص شركه تعامل معاهم لاخدمه ولاشي مفصول النت عليا له يوم وشفت شيء منهم,negative
@stccare_ksa لم يتم الرد على سؤالي,1.22774e+18,2020-02-12 23:24:53,0.0,0.0,لم يتم الرد علي سؤالي,negative
@stccare_ksa ليش تقول رديت علا استفساري,1.22773e+18,2020-02-12 23:23:26,0.0,0.0,ليش تقول رديت علا استفساري,negative
@stccare_ksa هذا ردك https://t.co/OaAcF6Fc6z,1.22773e+18,2020-02-12 23:23:16,0.0,0.0,هذا ردك,neutral
@stccare_ksa تم التواصل معكم بالخاص !,1.22773e+18,2020-02-12 23:22:31,0.0,0.0,تم التواصل معكم بالخاص,neutral
@stccare_ksa ولا رديت ولا شي,1.22773e+18,2020-02-12 23:19:47,0.0,0.0,ولا رديت ولا شي,neutral
@stccare_ksa فين تم الرد,1.22773e+18,2020-02-12 23:19:37,0.0,0.0,فين تم الرد,neutral
@stccare_ksa السلام عليكم باقي مفوتر ٤٠٠ القديمه هل يحق لي استخراج الايفون الجديد بنظام الاقساط و بخصم على السعر ؟… https://t.co/G3qYP8fsnb,1.22773e+18,2020-02-12 23:10:44,0.0,0.0,السلام عليكم باقي مفوتر ٤٠ القديمه هل يحق لي استخراج الايفون الجديد بنظام الاقساط و بخصم علي السعر,neutral
@yazeed16 @stccare_ksa أنتم تستهبلون!!! جلست أشوف هذا الفيديو الممل وحاولت ادخل للتطبيق عشان خدمة التجوال وما قدرت.… https://t.co/APNxxObSeR,1.22773e+18,2020-02-12 23:08:28,0.0,0.0,انتم تستهبلون جلست اشوف هذا الفيديو المل وحاولت ادخل لتطبيق عشان خدمه التجوال وما قدرت,negative
@stccare_ksa @bin_hajar كذب هههههههههههههههہَ هُہَ هُ=D&lt;/3’,1.22773e+18,2020-02-12 23:07:39,0.0,0.0,كذب هہَ هُہَ هُDlt3’,positive
"RT @Mohsen2007ksa: لعل الصوت يوصل 
@stccare_ksa @Amanatalriyadh @McitGovSa @msTamimi @AjelNews24 @CITC_withU @M_ALROKIBH @SaudiNews50 @KSA2…",1.22773e+18,2020-02-12 23:06:56,0.0,15.0,RT لعل الصوت يوصل,positive
"RT @Mohsen2007ksa: #حي_المهديه
 #حي_المهديه_ينتظر
وعود بتركيب وتحسين الشبكة داخل الحي فقط بدون تنفيذ ما سبب تجاهل الشركات ورد الهيئه يحق لك…",1.22772e+18,2020-02-12 22:42:47,0.0,19.0,RT حيالمهديه  حيالمهديهينتظر وعود بتركيب وتحسين الشبكه داخل الحي فقط بدون تنفيذ ما سب تجاهل الشركات ورد الهيئه يحق لك,negative
@stc_ksa @stccare_ksa,1.22772e+18,2020-02-12 22:42:38,0.0,0.0,,neutral
@stccare_ksa عندي مشكلة من فترة، الشبكة تفضل وترجع لحالها يعني ثواني تفصل وترجع؟ وش الحل.,1.22772e+18,2020-02-12 22:37:46,0.0,0.0,عندي مشكله من فتره الشبكه تفضل وترجع لحالها يعني ثواني تفصل وترجع وش الحل,negative
@stccare_ksa خاص,1.22772e+18,2020-02-12 22:28:45,0.0,0.0,خاص,neutral
@stccare_ksa تعال,1.22772e+18,2020-02-12 22:28:39,0.0,0.0,تعال,neutral
@stccare_ksa @babikir_gafar السلام عليكم كيف استطيع ان انقل شريحة من شخص خارج مدينتي باسمي,1.22772e+18,2020-02-12 22:28:12,0.0,0.0,السلام عليكم كيف استطيع ان انقل شريحه من شخص خارج مدينتي باسمي,neutral
@stccare_ksa السلام عليكم هل استطيع ان انقل شريحة شخص من خارج مدينتي,1.22772e+18,2020-02-12 22:20:55,0.0,0.0,السلام عليكم هل استطيع ان انقل شريحه شخص من خارج مدينتي,neutral
@stccare_ksa السلام عليكم ابي انقل شريحة بيانات من اسم شخص خارح مدينتي الى اسمي ماهي اجراءات النقل,1.22772e+18,2020-02-12 22:16:45,0.0,0.0,السلام عليكم ابي انقل شريحه بيانات من اسم شخص خارح مدينتي الي اسمي ماهي اجراءات النقل,neutral
"RT @Mohsen2007ksa: #حي_المهديه 
#حي_المهديه_ينتظر 
لي سنه اعاني من سوء الشبكة وانقطاعها وطالبت ورفعت شكاوي ولا احد حس دفع فواتير بلا فائده…",1.22772e+18,2020-02-12 22:11:01,0.0,15.0,RT حيالمهديه  حيالمهديهينتظر  لي سنه اعاني من سوء الشبكه وانقطاعها وطالبت ورفعت شكاوي ولا احد حس دفع فواتير بلا فائده,negative
@232_hamad @stccare_ksa @Amanatalriyadh @McitGovSa @msTamimi @AjelNews24 @CITC_withU @M_ALROKIBH @SaudiNews50… https://t.co/8ZMZ2WfhfR,1.22772e+18,2020-02-12 22:09:22,0.0,0.0,,neutral
@stccare_ksa @ili_mjo السلام عليكم ابي اللغي حالياً اشتراكي بالانترنت ممكن تتواصلون معي,1.22772e+18,2020-02-12 22:06:30,0.0,0.0,السلام عليكم ابي الغي حالياً اشتراكي بالانترنت مكن تواصلون معي,negative
@stccare_ksa *الو*,1.22771e+18,2020-02-12 22:02:03,0.0,0.0,الو,neutral
@stccare_ksa ممكن استفسار,1.22771e+18,2020-02-12 22:01:59,0.0,0.0,مكن استفسار,neutral
@stccare_ksa @liyduh ٨ ساعات يااخي قل نص ساعة بالكثير,1.22771e+18,2020-02-12 21:57:59,0.0,0.0,٨ ساعات ياخي قل نص ساعه بالكثير,negative
@stccare_ksa من الصباح طافيه ؟ https://t.co/cMiytEyHAj,1.22771e+18,2020-02-12 21:57:57,0.0,0.0,من الصباح طافيه,negative
"@stccare_ksa السلام عليكم
انا اقطن في ضاحية لبن وعدد السكان في الحي مهول، ولا يوجد واي فاي للاتصال رغم اني وغيري نش… https://t.co/CKTbqDlG1v",1.22771e+18,2020-02-12 21:57:42,0.0,0.0,السلام عليكم انا اقطن في ضاحيه لبن وعد السكان في الحي مهول ولا يوجد واي فاي لاتصال رغم اني وغيري نش,negative
@stccare_ksa ايقونتكم خرابيط عطوني آدمي اتكلم معاه اصلا حتى اوادمكم مايهرفون يتكلمون ولا عندهم ثقافه ولا علم ولا حتى درايه بخدماتكم,1.22771e+18,2020-02-12 21:51:31,0.0,0.0,ايقونتكم خرابيط عطوني ادمي اتكلم معاه اصلا حتي اوادمكم مايهرفون يتكلمون ولا عندهم ثقافه ولا علم ولا حتي درايه بخدماتكم,negative
@Mohsen2007ksa @stccare_ksa @Amanatalriyadh @McitGovSa @msTamimi @AjelNews24 @CITC_withU @M_ALROKIBH @SaudiNews50… https://t.co/yklwnDhcsK,1.22771e+18,2020-02-12 21:45:53,0.0,0.0,,neutral
RT @Dhban_Official: @stccare_ksa مركز ذهبان بعسير التابع لمحافظة البرك يعاني من جودة الخدمات ومن سوء الإنترنت .. نرجو الالتفات لهذا المركز…,1.22771e+18,2020-02-12 21:40:50,0.0,21.0,RT مركز ذهبان بعسير التابع لمحافظه البرك يعاني من جوده الخدمات ومن سوء الانترنت نرجو الالتفات لهذا المركز,negative
@91_alsaedi @stccare_ksa تستاهل هههههههه,1.22771e+18,2020-02-12 21:36:07,0.0,0.0,تستاهل ه,neutral
"@stccare_ksa تواصلت معكم على تلخاص و كل اللي صار رساله مكرره تطلب الاتصال بالموظف
انتم غير جادين في حل المشكله 
رقم… https://t.co/SKwwCP0k9W",1.22771e+18,2020-02-12 21:33:08,0.0,0.0,تواصلت معكم علي تلخاص و كل الي صار رساله مكره تطلب الاتصال بالموظف انتم غير جادين في حل المشكله  رقم,negative
@stccare_ksa تواصلت ما رديتو,1.22771e+18,2020-02-12 21:30:49,0.0,0.0,تواصلت ما رديتو,negative
@naifmutiri @stc_ksa @stccare_ksa أنصحك بتغيير الشركة... لا تتعامل مع اي شركة لا تحترم العملاء.,1.22771e+18,2020-02-12 21:30:44,2.0,0.0,انصحك بتغير الشركه لا تعامل مع اي شركه لا تحترم العملاء,negative
@stccare_ksa شكرا جزيلا,1.22771e+18,2020-02-12 21:28:19,0.0,0.0,شكرا جزيلا,positive
"@stccare_ksa
للاسف هذا حال الانترنت
مالعمل شكاوى متكرره بدون جدوى
@CITC_SA
https://t.co/rXgMh9CcPd",1.2277e+18,2020-02-12 21:23:19,0.0,0.0,لاسف هذا حال الانترنت مالعمل شكاوي متكره بدون جدوي,negative
@stccare_ksa @ili_mjo لو سحمت رد خاص محتاج مساعدة,1.2277e+18,2020-02-12 21:09:59,0.0,0.0,لو سحمت رد خاص محتاج مساعده,neutral
@stccare_ksa @ili_mjo اخوي انا كان عندي دين مبلغ وقدره ٤١٧ وتم سدادها بالكامل لكن الى الآن موجوده في سمه اني ماسددت !!,1.2277e+18,2020-02-12 21:02:30,0.0,0.0,اخوي انا كان عندي دين مبلغ وقدره ٤١٧ وتم سدادها بالكامل لكن الي الان موجوده في سمه اني ماسدت,negative
@stccare_ksa @ili_mjo عندي خط انترنت منزلي وابغى اغير عنوانه ولي اكثر من شهرين من رفعت الطلب ولاحصلت اي فائده والله… https://t.co/a10DnkQ1Dz,1.2277e+18,2020-02-12 20:55:39,0.0,0.0,عندي خط انترنت منزلي وابغي اغير عنوانه ولي اكثر من شهرين من رفعت الطلب ولاحصلت اي فائده واله,neutral
"@stccare_ksa 
نقل شريحة بيانات مفتوح 160 القديم لشخص آخر هل تبقى بعد نقلها لهذا الشخص بنفس السعر 
وشكرا",1.2277e+18,2020-02-12 20:49:19,0.0,0.0,نقل شريحه بيانات مفتوح 160 القديم لشخص اخر هل تبقي بعد نقلها لهذا الشخص بنفس السعر  وشكرا,neutral
